,Parameter,Value,Run,Type
657,mu,0.00011617582227612809,73,Estimation
658,h_mu,0.0003589128940445654,73,Estimation
659,nu,0.0012336680457436383,73,Estimation
660,h_nu,-0.06476422582799803,73,Estimation
661,b0,0.09416357096144932,73,Estimation
662,d0,0.05443285531004941,73,Estimation
663,d_d0,0.07893001884825032,73,Estimation
664,b1,0.07919922384870276,73,Estimation
665,d1,0.07783697245876744,73,Estimation
666,mu,0.0009993830122433406,74,Estimation
667,h_mu,0.0005092446952438064,74,Estimation
668,nu,0.010061386018088798,74,Estimation
669,h_nu,-0.04316454705663713,74,Estimation
670,b0,0.09534767236080609,74,Estimation
671,d0,0.053733188471908895,74,Estimation
672,d_d0,0.08498912039809298,74,Estimation
673,b1,0.09962550350011616,74,Estimation
674,d1,0.0984844619421027,74,Estimation
675,mu,0.035131564284300476,75,Estimation
676,h_mu,0.00467436035725393,75,Estimation
677,nu,0.0999801140186308,75,Estimation
678,h_nu,-0.07803105819708396,75,Estimation
679,b0,0.09489988880428163,75,Estimation
680,d0,0.04308267586490599,75,Estimation
681,d_d0,0.08243040549863724,75,Estimation
682,b1,0.08097534509960332,75,Estimation
683,d1,0.1,75,Estimation
684,mu,0.0,76,Estimation
685,h_mu,0.0003746546604352739,76,Estimation
686,nu,0.0050282582366474125,76,Estimation
687,h_nu,-0.01760741989764519,76,Estimation
688,b0,0.09623218375272853,76,Estimation
689,d0,0.05744737993071955,76,Estimation
690,d_d0,0.0773999085995139,76,Estimation
691,b1,0.09533013155105463,76,Estimation
692,d1,0.09462174775884473,76,Estimation
693,mu,0.00025824199904185,77,Estimation
694,h_mu,0.00048188517480594976,77,Estimation
695,nu,0.0033636458632098393,77,Estimation
696,h_nu,-0.013750888912855952,77,Estimation
697,b0,0.09322344732483256,77,Estimation
698,d0,0.05021278561100169,77,Estimation
699,d_d0,0.08518931822902527,77,Estimation
700,b1,0.09303467074236522,77,Estimation
701,d1,0.09355007255192677,77,Estimation
702,mu,0.0021750618926136655,78,Estimation
703,h_mu,0.000825056462197693,78,Estimation
704,nu,0.02526888370072118,78,Estimation
705,h_nu,-0.005053775602546859,78,Estimation
706,b0,0.07953513168454676,78,Estimation
707,d0,0.034417420536711006,78,Estimation
708,d_d0,0.0914843939084192,78,Estimation
709,b1,0.052536542591841706,78,Estimation
710,d1,0.05248074853877057,78,Estimation
711,mu,0.06732505948725472,79,Estimation
712,h_mu,0.00018056327958088932,79,Estimation
713,nu,0.1,79,Estimation
714,h_nu,-0.0046333387424949465,79,Estimation
715,b0,0.07229286306597624,79,Estimation
716,d0,0.013809622583818853,79,Estimation
717,d_d0,0.1,79,Estimation
718,b1,0.08534022037972193,79,Estimation
719,d1,0.09928156366650685,79,Estimation
720,mu,0.001491118526892104,80,Estimation
721,h_mu,0.00042682438684517326,80,Estimation
722,nu,0.004758432191020045,80,Estimation
723,h_nu,-0.0009516864695672023,80,Estimation
724,b0,0.06399193789941214,80,Estimation
725,d0,0.022667248931680564,80,Estimation
726,d_d0,0.08193617354638506,80,Estimation
727,b1,0.08346353186719406,80,Estimation
728,d1,0.08397190898678968,80,Estimation
729,mu,0.07438430141570432,81,Estimation
730,h_mu,0.05382282336683012,81,Estimation
731,nu,0.1,81,Estimation
732,h_nu,-0.09184351752094704,81,Estimation
733,b0,0.09998711896604796,81,Estimation
734,d0,0.026035123907283828,81,Estimation
735,d_d0,0.05025670106566431,81,Estimation
736,b1,0.07579981151299009,81,Estimation
737,d1,0.09943644821821976,81,Estimation
738,mu,0.002831905550361955,82,Estimation
739,h_mu,0.0007350561993360569,82,Estimation
740,nu,0.014906217857708104,82,Estimation
741,h_nu,-0.06837854979055832,82,Estimation
742,b0,0.09201013295393327,82,Estimation
743,d0,0.04359196140126677,82,Estimation
744,d_d0,0.0970664203731242,82,Estimation
745,b1,0.08893549436854287,82,Estimation
746,d1,0.08878219806592434,82,Estimation
747,mu,0.04567970656452113,83,Estimation
748,h_mu,0.055517203383385505,83,Estimation
749,nu,0.1,83,Estimation
750,h_nu,-0.09974831096501086,83,Estimation
751,b0,0.09445065626858132,83,Estimation
752,d0,0.02675675584032141,83,Estimation
753,d_d0,0.06260142147642685,83,Estimation
754,b1,0.0007562983691068179,83,Estimation
755,d1,0.025928832821345484,83,Estimation
756,mu,0.0,84,Estimation
757,h_mu,0.0003274330004760542,84,Estimation
758,nu,0.0017750772752769366,84,Estimation
759,h_nu,-0.015391209590892213,84,Estimation
760,b0,0.09363577952452035,84,Estimation
761,d0,0.055464492437929766,84,Estimation
762,d_d0,0.07556186574479914,84,Estimation
763,b1,0.0018852473441494809,84,Estimation
764,d1,0.0,84,Estimation
765,mu,0.0017568750903200032,85,Estimation
766,h_mu,0.00044668514979951003,85,Estimation
767,nu,0.008503051671632357,85,Estimation
768,h_nu,-0.051312777037491285,85,Estimation
769,b0,0.09050399065985562,85,Estimation
770,d0,0.04771843494921381,85,Estimation
771,d_d0,0.08615790200008212,85,Estimation
772,b1,0.0006421107770361431,85,Estimation
773,d1,0.0,85,Estimation
774,mu,0.003143646081306052,86,Estimation
775,h_mu,0.0006344417651729128,86,Estimation
776,nu,0.009737354423121437,86,Estimation
777,h_nu,-4.4011874210695665e-05,86,Estimation
778,b0,0.059288134837855104,86,Estimation
779,d0,0.015280651095266346,86,Estimation
780,d_d0,0.08794796234631742,86,Estimation
781,b1,0.08603796189472018,86,Estimation
782,d1,0.0853310638818505,86,Estimation
783,mu,0.0028221095910232483,87,Estimation
784,h_mu,0.0005397115378164039,87,Estimation
785,nu,0.012932033240883413,87,Estimation
786,h_nu,-0.00258640708976586,87,Estimation
787,b0,0.09309133380498771,87,Estimation
788,d0,0.04871374776669715,87,Estimation
789,d_d0,0.08739921342800469,87,Estimation
790,b1,0.08660265024451783,87,Estimation
791,d1,0.08671414067318503,87,Estimation
792,mu,0.001410743109732508,88,Estimation
793,h_mu,0.0004707745886943978,88,Estimation
794,nu,0.006323315421570227,88,Estimation
795,h_nu,-0.047400450306563806,88,Estimation
796,b0,0.0999911009963844,88,Estimation
797,d0,0.05600623803893904,88,Estimation
798,d_d0,0.08619128826288701,88,Estimation
799,b1,0.04355002982520859,88,Estimation
800,d1,0.04408581525055369,88,Estimation
801,mu,0.0,89,Estimation
802,h_mu,0.00040941544590393416,89,Estimation
803,nu,0.007831915156639327,89,Estimation
804,h_nu,-0.0015663926990650895,89,Estimation
805,b0,0.08153840708947323,89,Estimation
806,d0,0.04225377622082604,89,Estimation
807,d_d0,0.0790535067699221,89,Estimation
808,b1,0.09552207786689344,89,Estimation
809,d1,0.09413228144582078,89,Estimation
810,mu,0.0,90,Estimation
811,h_mu,0.0003628710338204992,90,Estimation
812,nu,0.002062389087411271,90,Estimation
813,h_nu,-0.1,90,Estimation
814,b0,0.07070030353489284,90,Estimation
815,d0,0.03131447097903657,90,Estimation
816,d_d0,0.07888383588844079,90,Estimation
817,b1,0.022463573621296428,90,Estimation
818,d1,0.022140134327009627,90,Estimation
819,mu,0.0,91,Estimation
820,h_mu,0.00031747647121675097,91,Estimation
821,nu,0.0,91,Estimation
822,h_nu,-0.00019361904463581793,91,Estimation
823,b0,0.08931011863468462,91,Estimation
824,d0,0.051300812794193254,91,Estimation
825,d_d0,0.07386974715013729,91,Estimation
826,b1,0.06705018268305439,91,Estimation
827,d1,0.06754293199920934,91,Estimation
828,mu,4.291792057134379e-06,92,Estimation
829,h_mu,0.0003723802939151618,92,Estimation
830,nu,0.0010697415892094878,92,Estimation
831,h_nu,-5.347561404180191e-05,92,Estimation
832,b0,0.07004065187776688,92,Estimation
833,d0,0.029528719480963903,92,Estimation
834,d_d0,0.08101784072484508,92,Estimation
835,b1,0.001833614723647697,92,Estimation
836,d1,0.00024216111080309653,92,Estimation
837,mu,0.048260502162599195,93,Estimation
838,h_mu,0.07294293577939455,93,Estimation
839,nu,0.08935601162345445,93,Estimation
840,h_nu,-0.1,93,Estimation
841,b0,0.0951796991918652,93,Estimation
842,d0,0.023059903294597592,93,Estimation
843,d_d0,0.055686215183293156,93,Estimation
844,b1,0.043141807666933464,93,Estimation
845,d1,0.0669806042229565,93,Estimation
846,mu,0.0015175559974253006,94,Estimation
847,h_mu,0.00045376520262325754,94,Estimation
848,nu,0.006867723203109488,94,Estimation
849,h_nu,-0.0013735468455049285,94,Estimation
850,b0,0.08567194374117856,94,Estimation
851,d0,0.04410433273364856,94,Estimation
852,d_d0,0.08397833228350789,94,Estimation
853,b1,0.09776643986278136,94,Estimation
854,d1,0.09671410289423837,94,Estimation
855,mu,0.022483458203940616,95,Estimation
856,h_mu,0.08697410423546968,95,Estimation
857,nu,0.09973031873187559,95,Estimation
858,h_nu,-0.09996459895036096,95,Estimation
859,b0,0.09438121513578376,95,Estimation
860,d0,0.028761784609544396,95,Estimation
861,d_d0,0.06490475598987482,95,Estimation
862,b1,0.012691322174841231,95,Estimation
863,d1,0.038423591844233454,95,Estimation
864,mu,0.0,96,Estimation
865,h_mu,0.00034300270037918446,96,Estimation
866,nu,0.0,96,Estimation
867,h_nu,-0.1,96,Estimation
868,b0,0.09252886077522174,96,Estimation
869,d0,0.05402721728861563,96,Estimation
870,d_d0,0.07663384166692756,96,Estimation
871,b1,0.0411124359575376,96,Estimation
872,d1,0.040485863030924996,96,Estimation
873,mu,0.04971993693568697,97,Estimation
874,h_mu,0.006667990109564476,97,Estimation
875,nu,0.09999791272839656,97,Estimation
876,h_nu,-0.08221732722529794,97,Estimation
877,b0,0.1,97,Estimation
878,d0,0.03856520930922783,97,Estimation
879,d_d0,0.08881299721126548,97,Estimation
880,b1,0.06558101916561936,97,Estimation
881,d1,0.08636000473341823,97,Estimation
882,mu,0.0007335624042092988,98,Estimation
883,h_mu,0.00029054215604955736,98,Estimation
884,nu,0.0,98,Estimation
885,h_nu,-0.07568880131684631,98,Estimation
886,b0,0.09284101457884786,98,Estimation
887,d0,0.05361755108699059,98,Estimation
888,d_d0,0.0790450016081431,98,Estimation
889,b1,0.09733430774641798,98,Estimation
890,d1,0.09644519740801309,98,Estimation
891,mu,0.0017771452698103019,99,Estimation
892,h_mu,0.0004284401084034567,99,Estimation
893,nu,0.010708273698489246,99,Estimation
894,h_nu,-0.002141656705352845,99,Estimation
895,b0,0.07703357465503742,99,Estimation
896,d0,0.03611656964122143,99,Estimation
897,d_d0,0.0836038626345951,99,Estimation
898,b1,0.044181820453047665,99,Estimation
899,d1,0.04259038582560834,99,Estimation
900,mu,0.0004,-1,True
901,h_mu,0.0004,-1,True
902,nu,0.004,-1,True
903,h_nu,-4e-05,-1,True
904,b0,0.04,-1,True
905,d0,0.0,-1,True
906,d_d0,0.08,-1,True
907,b1,0.001,-1,True
908,d1,0.0,-1,True
